70429393,Rhob,sagittal
71836891,Asb11,coronal
70784624,Magea4,sagittal
72472394,LOC436358,sagittal
72076641,4921507P07Rik,sagittal
68861705,Chst14,sagittal
68844612,Fastkd3,sagittal
69114399,Clgn,sagittal
77620463,Actg2,sagittal
68744636,BC028528,sagittal
74881156,Epdr1,coronal
71380495,1700020I14Rik,sagittal
70205632,4921513I03Rik,sagittal
583559,Mmd,sagittal
69863308,Col19a1,sagittal
75081205,Gdf1,coronal
70231110,AY026312,sagittal
77454548,Xlr3a,sagittal
70565282,Stam,sagittal
70525808,Atp6v1h,sagittal
69015619,Maged1,sagittal
70528372,Mpv17l2,sagittal
68798085,Bscl2,sagittal
74265225,Syce1,sagittal
70295751,Gm270,sagittal
69873732,Shc3,sagittal
79913447,Cnr1,sagittal
75826568,Chrna9,coronal
74076210,Armc4,sagittal
68637545,Pla2g15,sagittal
69289693,Peg3,sagittal
69407654,Csgalnact1,sagittal
75988240,Adh4,sagittal
71212117,9430062P05Rik,sagittal
71668662,Gm1625,sagittal
70429208,Dcaf8,sagittal
74734812,Olfr67,sagittal
641531,Bcl9,sagittal
71493063,Mon2,sagittal
70528425,C3,sagittal
70609162,1700101E01Rik,sagittal
73818810,Bre,sagittal
73716680,Cbfa2t3,sagittal
74821568,Fam123a,sagittal
2703,Tyr,coronal
73497541,Tmem232,sagittal
576424,Ifi204,sagittal
72182971,Mtmr15,sagittal
356849,Yme1l1,coronal
76097723,Stc2,sagittal
80341155,Egf,sagittal
74988757,LOC433311,coronal
71022316,LOC434424,sagittal
67815551,Azin1,sagittal
70918922,Gnl1,sagittal
309,Cxcl12,sagittal
67810541,Mxd4,coronal
71281268,Adcy10,sagittal
69752004,Map3k1,sagittal
70299995,Gm1125,sagittal
69353735,Prox2,sagittal
71808576,C230029F24Rik,sagittal
74580907,9230107M04Rik,sagittal
307,Ctsl,sagittal
73636097,Gsg1l,coronal
71668988,Otor,sagittal
74882810,Rpl15,coronal
73767424,F930048A06Rik*,sagittal
1398,Pex14,sagittal
69116528,Morn5,sagittal
68844576,Nup107,sagittal
68342390,Acads,sagittal
71493837,Dnhd1,sagittal
68799143,Prcc,sagittal
71325366,Prop1,sagittal
71493789,Shc4,sagittal
69735508,Ipo8,sagittal
70595768,Rnf217,sagittal
75041453,Insig1,coronal
70203676,3110082D06Rik,sagittal
69514756,Adam1b,sagittal
68151437,Rbmx2,sagittal
71160238,A230057D06Rik,sagittal
512766,Dhx16,sagittal
68076990,Baiap2l1,sagittal
69133845,Bnip1,sagittal
70228699,Actl7a,sagittal
70431385,Igfbp2,sagittal
69095966,Lrrc26,sagittal
76081003,E330013P04Rik,sagittal
101,Ap2m1,sagittal
68844194,Snrnp40,sagittal
73997152,Spata13,coronal
70305646,Fam154b,sagittal
70946481,Rcan3,sagittal
73931636,LOC433258,coronal
293915,Npc2,sagittal
71923998,Itpk1,coronal
70724846,Igbp1b,sagittal
70298525,Ccdc147,sagittal
75828197,Ftsj2,sagittal
74363357,Hspb1,coronal
68203505,Mocs1,sagittal
69015542,Ppp1ca,sagittal
71763849,Pter,sagittal
75860980,Adam3,sagittal
68797780,1700065D16Rik,sagittal
74749223,1700029I15Rik,sagittal
77371803,Aspa,coronal
75043689,Ubtfl1,sagittal
71495698,Pls1,sagittal
73929869,Stim2,coronal
75695657,Tarbp2,sagittal
75831730,Prpf38a,sagittal
70445700,Dld,sagittal
77280434,9630013P03Rik*,coronal
69290573,Taf4a,sagittal
77454654,Mllt11,sagittal
69059818,Vamp8,sagittal
1115,Wnt8a,coronal
77800953,Ubxn10,sagittal
67765705,Ttc39c,sagittal
1123,Yars,sagittal
68667599,Fcgr3,sagittal
69013272,Prkcd,sagittal
70813137,2810021G02Rik,sagittal
904,Rpn2,sagittal
68798394,Serpinb6c,sagittal
70725495,Tmem95,sagittal
68445018,Hsd3b2,sagittal
71891952,4930579G22Rik,sagittal
70812762,Glt25d1,sagittal
73930821,Kalrn,coronal
68667455,Bmp15,sagittal
68546398,Sf3a1,sagittal
70237932,Cldn13,sagittal
69407582,Gapvd1,sagittal
73497771,3010003L10Rik,sagittal
74578311,Gm216,sagittal
68845400,Adar,sagittal
72182944,Khdrbs2,sagittal
69012950,Cdk11b,sagittal
72472802,Slc6a11,coronal
72007934,Lhfpl2,coronal
71281865,Lmo3,sagittal
70525780,4931407G18Rik,sagittal
74736324,LOC436200,sagittal
68441448,2210021J22Rik,sagittal
69289709,Phf15,sagittal
74957897,Top1,coronal
75861795,Fgfrl1,sagittal
70429142,8430406I07Rik,sagittal
69548813,Cenpj,sagittal
68196978,Darc,sagittal
71456126,LOC433649,sagittal
513015,Vps45,sagittal
71808680,Gm10283,sagittal
71892256,Amtn,sagittal
69113919,Trim17,sagittal
68269052,Mphosph6,sagittal
632503,F10,sagittal
71016584,Stat5b,coronal
71724834,BC027092,sagittal
75496131,Man1a,sagittal
68668108,Timp1,sagittal
79591683,Slit2,coronal
